,index,Timestamp,StimuliName,FixationIndex,FixationDuration,MappedFixationPointX,MappedFixationPointY,user,description,closeness
0,2689,647603,01_Antwerpen_S2.jpg,1465,316,264,421,p10,color,26
1,2690,648119,01_Antwerpen_S2.jpg,1466,83,998,1004,p10,color,2
2,2691,648202,01_Antwerpen_S2.jpg,1467,150,1017,1047,p10,color,12
3,2692,648352,01_Antwerpen_S2.jpg,1468,600,977,1059,p10,color,11
4,2693,648952,01_Antwerpen_S2.jpg,1469,167,779,1087,p10,color,0
5,2694,649118,01_Antwerpen_S2.jpg,1470,200,632,1075,p10,color,0
6,2695,649318,01_Antwerpen_S2.jpg,1471,183,523,894,p10,color,1
7,2696,649501,01_Antwerpen_S2.jpg,1472,217,470,892,p10,color,0
8,2697,649718,01_Antwerpen_S2.jpg,1473,366,520,903,p10,color,1
9,2698,650084,01_Antwerpen_S2.jpg,1474,150,511,545,p10,color,0
10,2699,650234,01_Antwerpen_S2.jpg,1475,167,305,418,p10,color,8
11,2700,650401,01_Antwerpen_S2.jpg,1476,766,249,405,p10,color,12
12,2701,651167,01_Antwerpen_S2.jpg,1477,283,501,420,p10,color,2
13,2702,651450,01_Antwerpen_S2.jpg,1478,283,234,398,p10,color,2
14,2703,651733,01_Antwerpen_S2.jpg,1479,233,768,432,p10,color,3
15,2704,651966,01_Antwerpen_S2.jpg,1480,516,662,424,p10,color,4
16,2705,652666,01_Antwerpen_S2.jpg,1481,1083,696,441,p10,color,5
17,2706,653749,01_Antwerpen_S2.jpg,1482,233,898,495,p10,color,0
18,2707,654182,01_Antwerpen_S2.jpg,1483,283,985,478,p10,color,8
19,2708,654465,01_Antwerpen_S2.jpg,1484,183,662,419,p10,color,5
20,2709,654648,01_Antwerpen_S2.jpg,1485,133,460,420,p10,color,2
21,2710,654781,01_Antwerpen_S2.jpg,1486,350,250,420,p10,color,16
22,2711,655131,01_Antwerpen_S2.jpg,1487,183,942,492,p10,color,1
23,2712,655314,01_Antwerpen_S2.jpg,1488,166,1006,512,p10,color,10
24,2713,655481,01_Antwerpen_S2.jpg,1489,250,1051,683,p10,color,2
25,2714,655731,01_Antwerpen_S2.jpg,1490,200,1052,911,p10,color,2
26,2715,655931,01_Antwerpen_S2.jpg,1491,466,1032,991,p10,color,9
27,2716,656397,01_Antwerpen_S2.jpg,1492,500,987,1048,p10,color,12
28,2717,657246,01_Antwerpen_S2.jpg,1493,83,467,419,p10,color,2
29,2718,657330,01_Antwerpen_S2.jpg,1494,383,240,414,p10,color,4
30,2719,657946,01_Antwerpen_S2.jpg,1495,183,105,390,p10,color,0
31,2720,658129,01_Antwerpen_S2.jpg,1496,250,252,369,p10,color,8
32,2721,658529,01_Antwerpen_S2.jpg,1497,149,1093,1048,p10,color,0
33,2722,658679,01_Antwerpen_S2.jpg,1498,217,1233,1160,p10,color,0
34,2723,658895,01_Antwerpen_S2.jpg,1499,133,1001,1043,p10,color,13
35,2724,659029,01_Antwerpen_S2.jpg,1500,266,690,539,p10,color,1
36,2725,659295,01_Antwerpen_S2.jpg,1501,133,440,417,p10,color,5
37,2726,659428,01_Antwerpen_S2.jpg,1502,350,298,414,p10,color,7
38,5240,276771,01_Antwerpen_S2.jpg,781,316,478,419,p11,color,1
39,5241,277087,01_Antwerpen_S2.jpg,782,167,265,323,p11,color,1
40,5242,277254,01_Antwerpen_S2.jpg,783,216,270,403,p11,color,25
41,5243,277604,01_Antwerpen_S2.jpg,784,83,264,342,p11,color,3
42,5244,277687,01_Antwerpen_S2.jpg,785,200,252,380,p11,color,15
43,5245,277887,01_Antwerpen_S2.jpg,786,266,503,387,p11,color,1
44,5246,278153,01_Antwerpen_S2.jpg,787,483,1003,396,p11,color,2
45,5247,278636,01_Antwerpen_S2.jpg,788,550,701,390,p11,color,6
46,5248,279186,01_Antwerpen_S2.jpg,789,283,909,425,p11,color,0
47,5249,279469,01_Antwerpen_S2.jpg,790,150,1043,512,p11,color,0
48,5250,279619,01_Antwerpen_S2.jpg,791,217,1059,1068,p11,color,1
49,5251,279836,01_Antwerpen_S2.jpg,792,350,1040,1004,p11,color,13
50,5252,280185,01_Antwerpen_S2.jpg,793,1033,981,1067,p11,color,15
51,5253,281218,01_Antwerpen_S2.jpg,794,333,349,343,p11,color,0
52,5254,281551,01_Antwerpen_S2.jpg,795,433,266,390,p11,color,20
53,5255,281984,01_Antwerpen_S2.jpg,796,216,684,410,p11,color,5
54,5256,282201,01_Antwerpen_S2.jpg,797,133,925,431,p11,color,3
55,5257,282334,01_Antwerpen_S2.jpg,798,550,713,390,p11,color,8
56,5258,283017,01_Antwerpen_S2.jpg,799,300,689,381,p11,color,1
57,5259,283316,01_Antwerpen_S2.jpg,800,483,693,434,p11,color,6
58,5260,283799,01_Antwerpen_S2.jpg,801,283,661,370,p11,color,0
59,5261,284083,01_Antwerpen_S2.jpg,802,266,253,371,p11,color,9
60,5262,284349,01_Antwerpen_S2.jpg,803,300,707,403,p11,color,10
61,5263,284649,01_Antwerpen_S2.jpg,804,350,712,457,p11,color,6
62,5264,284999,01_Antwerpen_S2.jpg,805,183,711,548,p11,color,3
63,5265,285182,01_Antwerpen_S2.jpg,806,150,619,662,p11,color,3
64,5266,285332,01_Antwerpen_S2.jpg,807,167,832,388,p11,color,1
65,5267,285498,01_Antwerpen_S2.jpg,808,133,1023,277,p11,color,1
66,5268,285632,01_Antwerpen_S2.jpg,809,100,1006,315,p11,color,1
67,5269,285732,01_Antwerpen_S2.jpg,810,283,1032,252,p11,color,2
68,5270,286015,01_Antwerpen_S2.jpg,811,167,937,224,p11,color,0
69,5271,286182,01_Antwerpen_S2.jpg,812,249,706,536,p11,color,3
70,5272,286431,01_Antwerpen_S2.jpg,813,166,743,707,p11,color,0
71,5273,286598,01_Antwerpen_S2.jpg,814,283,624,672,p11,color,4
72,5274,286881,01_Antwerpen_S2.jpg,815,283,952,1010,p11,color,0
73,5275,287164,01_Antwerpen_S2.jpg,816,233,1021,1044,p11,color,14
74,5276,287397,01_Antwerpen_S2.jpg,817,266,1063,622,p11,color,0
75,5277,287664,01_Antwerpen_S2.jpg,818,217,1026,476,p11,color,3
76,5278,287880,01_Antwerpen_S2.jpg,819,316,935,417,p11,color,1
77,5279,288196,01_Antwerpen_S2.jpg,820,266,719,446,p11,color,7
78,5280,288696,01_Antwerpen_S2.jpg,821,166,707,530,p11,color,2
79,5281,288863,01_Antwerpen_S2.jpg,822,183,718,443,p11,color,6
80,5282,289046,01_Antwerpen_S2.jpg,823,333,1005,432,p11,color,2
81,5283,289379,01_Antwerpen_S2.jpg,824,366,720,413,p11,color,12
82,5284,290595,01_Antwerpen_S2.jpg,825,100,269,393,p11,color,19
83,5285,290695,01_Antwerpen_S2.jpg,826,600,711,409,p11,color,14
84,5286,291294,01_Antwerpen_S2.jpg,827,400,438,392,p11,color,3
85,5287,291694,01_Antwerpen_S2.jpg,828,633,257,382,p11,color,14
86,5288,292327,01_Antwerpen_S2.jpg,829,250,654,405,p11,color,3
87,5289,292577,01_Antwerpen_S2.jpg,830,500,718,401,p11,color,13
88,5290,293077,01_Antwerpen_S2.jpg,831,166,326,400,p11,color,4
89,5291,293243,01_Antwerpen_S2.jpg,832,283,264,394,p11,color,23
90,5292,293526,01_Antwerpen_S2.jpg,833,233,571,399,p11,color,4
91,5293,293759,01_Antwerpen_S2.jpg,834,383,710,421,p11,color,9
92,5294,294143,01_Antwerpen_S2.jpg,835,583,260,384,p11,color,14
93,5295,294726,01_Antwerpen_S2.jpg,836,616,707,422,p11,color,10
94,5296,295342,01_Antwerpen_S2.jpg,837,266,321,374,p11,color,1
95,5297,295608,01_Antwerpen_S2.jpg,838,849,253,380,p11,color,15
96,5298,296458,01_Antwerpen_S2.jpg,839,166,307,373,p11,color,3
97,5299,296624,01_Antwerpen_S2.jpg,840,1349,707,418,p11,color,9
98,5300,297973,01_Antwerpen_S2.jpg,841,233,730,460,p11,color,5
99,5301,298206,01_Antwerpen_S2.jpg,842,216,719,409,p11,color,14
100,5302,298423,01_Antwerpen_S2.jpg,843,184,827,259,p11,color,0
101,5303,298607,01_Antwerpen_S2.jpg,844,516,977,257,p11,color,0
102,5304,299123,01_Antwerpen_S2.jpg,845,233,993,399,p11,color,1
103,5305,299356,01_Antwerpen_S2.jpg,846,383,1065,322,p11,color,1
104,5306,299739,01_Antwerpen_S2.jpg,847,233,1129,232,p11,color,0
105,5307,299972,01_Antwerpen_S2.jpg,848,183,1025,253,p11,color,3
106,5308,300155,01_Antwerpen_S2.jpg,849,233,1185,278,p11,color,0
107,5309,300388,01_Antwerpen_S2.jpg,850,333,1037,262,p11,color,2
108,5310,300721,01_Antwerpen_S2.jpg,851,716,961,245,p11,color,0
109,5311,301438,01_Antwerpen_S2.jpg,852,233,1046,289,p11,color,0
110,5312,301671,01_Antwerpen_S2.jpg,853,483,1076,332,p11,color,1
111,5313,302154,01_Antwerpen_S2.jpg,854,550,1148,253,p11,color,0
112,5314,302703,01_Antwerpen_S2.jpg,855,233,1183,218,p11,color,1
113,5315,302937,01_Antwerpen_S2.jpg,856,200,1217,195,p11,color,0
114,5316,303136,01_Antwerpen_S2.jpg,857,416,1217,255,p11,color,0
115,5317,303553,01_Antwerpen_S2.jpg,858,234,1009,287,p11,color,1
116,5318,303786,01_Antwerpen_S2.jpg,859,166,727,237,p11,color,0
117,5319,303953,01_Antwerpen_S2.jpg,860,183,568,338,p11,color,0
118,5320,304136,01_Antwerpen_S2.jpg,861,117,245,331,p11,color,2
119,5321,304252,01_Antwerpen_S2.jpg,862,117,240,375,p11,color,7
120,5322,304369,01_Antwerpen_S2.jpg,863,416,538,404,p11,color,2
121,5323,304785,01_Antwerpen_S2.jpg,864,166,366,412,p11,color,4
122,5324,304952,01_Antwerpen_S2.jpg,865,283,417,409,p11,color,3
123,5325,305235,01_Antwerpen_S2.jpg,866,350,264,392,p11,color,18
124,5326,305718,01_Antwerpen_S2.jpg,867,150,632,392,p11,color,2
125,5327,305868,01_Antwerpen_S2.jpg,868,400,709,399,p11,color,13
126,5328,306418,01_Antwerpen_S2.jpg,869,200,718,488,p11,color,1
127,5329,306617,01_Antwerpen_S2.jpg,870,233,671,409,p11,color,7
128,5330,306851,01_Antwerpen_S2.jpg,871,216,510,380,p11,color,2
129,5331,307067,01_Antwerpen_S2.jpg,872,366,694,420,p11,color,8
130,5332,307434,01_Antwerpen_S2.jpg,873,216,621,379,p11,color,3
131,5333,307650,01_Antwerpen_S2.jpg,874,483,715,466,p11,color,2
132,5334,308133,01_Antwerpen_S2.jpg,875,300,719,555,p11,color,1
133,5335,308433,01_Antwerpen_S2.jpg,876,816,624,670,p11,color,4
134,5336,309249,01_Antwerpen_S2.jpg,877,166,797,819,p11,color,0
135,5337,309416,01_Antwerpen_S2.jpg,878,283,1024,967,p11,color,1
136,5338,309699,01_Antwerpen_S2.jpg,879,183,1050,1009,p11,color,10
137,5339,309882,01_Antwerpen_S2.jpg,880,383,1055,964,p11,color,8
138,5340,310265,01_Antwerpen_S2.jpg,881,167,742,793,p11,color,0
139,5341,310432,01_Antwerpen_S2.jpg,882,966,605,670,p11,color,2
140,5342,311398,01_Antwerpen_S2.jpg,883,217,1000,901,p11,color,1
141,5343,311614,01_Antwerpen_S2.jpg,884,250,1058,950,p11,color,6
142,5344,311864,01_Antwerpen_S2.jpg,885,883,1040,1020,p11,color,12
143,5345,312747,01_Antwerpen_S2.jpg,886,466,1060,967,p11,color,8
144,5346,313213,01_Antwerpen_S2.jpg,887,366,1117,330,p11,color,0
145,5347,313729,01_Antwerpen_S2.jpg,888,83,1095,167,p11,color,0
146,5348,313813,01_Antwerpen_S2.jpg,889,216,881,254,p11,color,0
147,5349,314029,01_Antwerpen_S2.jpg,890,416,1019,316,p11,color,1
148,5350,314446,01_Antwerpen_S2.jpg,891,233,793,271,p11,color,0
149,5351,314962,01_Antwerpen_S2.jpg,892,399,1048,342,p11,color,0
150,5352,315362,01_Antwerpen_S2.jpg,893,350,939,272,p11,color,0
151,5353,315711,01_Antwerpen_S2.jpg,894,216,1015,258,p11,color,1
152,13398,861792,01_Antwerpen_S2.jpg,2237,216,722,399,p14,color,11
153,13399,862008,01_Antwerpen_S2.jpg,2238,217,979,426,p14,color,2
154,13400,862225,01_Antwerpen_S2.jpg,2239,183,1188,235,p14,color,0
155,13401,862408,01_Antwerpen_S2.jpg,2240,217,1004,518,p14,color,11
156,13402,862624,01_Antwerpen_S2.jpg,2241,550,983,1071,p14,color,17
157,13403,863174,01_Antwerpen_S2.jpg,2242,350,848,468,p14,color,1
158,13404,863524,01_Antwerpen_S2.jpg,2243,216,978,470,p14,color,8
159,13405,863740,01_Antwerpen_S2.jpg,2244,200,317,407,p14,color,8
160,13406,863940,01_Antwerpen_S2.jpg,2245,316,276,438,p14,color,10
161,13407,864257,01_Antwerpen_S2.jpg,2246,316,331,436,p14,color,1
162,13408,864573,01_Antwerpen_S2.jpg,2247,316,740,446,p14,color,2
163,13409,864889,01_Antwerpen_S2.jpg,2248,216,951,446,p14,color,6
164,13410,865106,01_Antwerpen_S2.jpg,2249,250,1046,546,p14,color,4
165,13411,865356,01_Antwerpen_S2.jpg,2250,233,1042,891,p14,color,0
166,13412,865589,01_Antwerpen_S2.jpg,2251,400,1023,1008,p14,color,10
167,13413,865989,01_Antwerpen_S2.jpg,2252,266,1023,468,p14,color,6
168,13414,866255,01_Antwerpen_S2.jpg,2253,266,934,455,p14,color,5
169,13415,866522,01_Antwerpen_S2.jpg,2254,283,1039,529,p14,color,5
170,13416,866805,01_Antwerpen_S2.jpg,2255,217,450,421,p14,color,4
171,13417,867021,01_Antwerpen_S2.jpg,2256,266,283,450,p14,color,4
172,13418,867288,01_Antwerpen_S2.jpg,2257,200,297,403,p14,color,4
173,13419,867488,01_Antwerpen_S2.jpg,2258,266,129,343,p14,color,0
174,13420,867754,01_Antwerpen_S2.jpg,2259,333,389,449,p14,color,4
175,13421,868087,01_Antwerpen_S2.jpg,2260,333,719,445,p14,color,6
176,13422,868420,01_Antwerpen_S2.jpg,2261,250,962,474,p14,color,7
177,13423,868670,01_Antwerpen_S2.jpg,2262,433,1047,789,p14,color,3
178,13424,869103,01_Antwerpen_S2.jpg,2263,216,1048,543,p14,color,4
179,13425,869320,01_Antwerpen_S2.jpg,2264,266,1048,928,p14,color,4
180,13426,869586,01_Antwerpen_S2.jpg,2265,283,1016,1037,p14,color,10
181,13427,869870,01_Antwerpen_S2.jpg,2266,466,967,1078,p14,color,2
182,13428,870336,01_Antwerpen_S2.jpg,2267,699,375,467,p14,color,0
183,15541,147226,01_Antwerpen_S2.jpg,324,117,291,429,p15,color,8
184,15542,148143,01_Antwerpen_S2.jpg,325,749,990,1070,p15,color,21
185,15543,148892,01_Antwerpen_S2.jpg,326,217,1054,1067,p15,color,1
186,15544,149109,01_Antwerpen_S2.jpg,327,716,974,1071,p15,color,9
187,15545,149992,01_Antwerpen_S2.jpg,328,466,270,416,p15,color,26
188,15546,150458,01_Antwerpen_S2.jpg,329,350,960,1094,p15,color,2
189,15547,150807,01_Antwerpen_S2.jpg,330,1133,992,1071,p15,color,20
190,15548,151940,01_Antwerpen_S2.jpg,331,216,1034,988,p15,color,6
191,15549,152156,01_Antwerpen_S2.jpg,332,283,1021,588,p15,color,2
192,15550,152440,01_Antwerpen_S2.jpg,333,166,834,457,p15,color,2
193,15551,152606,01_Antwerpen_S2.jpg,334,383,424,442,p15,color,1
194,15552,152989,01_Antwerpen_S2.jpg,335,933,274,429,p15,color,17
195,15553,153922,01_Antwerpen_S2.jpg,336,333,341,454,p15,color,1
196,15554,154255,01_Antwerpen_S2.jpg,337,183,944,1034,p15,color,1
197,15555,154438,01_Antwerpen_S2.jpg,338,516,990,1058,p15,color,21
198,15556,154955,01_Antwerpen_S2.jpg,339,233,1038,730,p15,color,0
199,15557,155188,01_Antwerpen_S2.jpg,340,116,1034,597,p15,color,4
200,15558,155304,01_Antwerpen_S2.jpg,341,167,1004,522,p15,color,10
201,15559,155471,01_Antwerpen_S2.jpg,342,200,921,467,p15,color,1
202,15560,155671,01_Antwerpen_S2.jpg,343,866,270,442,p15,color,9
203,15561,156787,01_Antwerpen_S2.jpg,344,716,257,432,p15,color,16
204,15562,157503,01_Antwerpen_S2.jpg,345,150,392,432,p15,color,6
205,15563,157653,01_Antwerpen_S2.jpg,346,200,438,435,p15,color,3
206,15564,157852,01_Antwerpen_S2.jpg,347,283,512,434,p15,color,1
207,15565,158136,01_Antwerpen_S2.jpg,348,283,566,437,p15,color,0
208,15566,158419,01_Antwerpen_S2.jpg,349,133,708,433,p15,color,9
209,15567,158552,01_Antwerpen_S2.jpg,350,383,805,423,p15,color,0
210,15568,158935,01_Antwerpen_S2.jpg,351,416,928,441,p15,color,4
211,15569,159352,01_Antwerpen_S2.jpg,352,350,980,487,p15,color,5
212,15570,159701,01_Antwerpen_S2.jpg,353,183,1024,553,p15,color,7
213,15571,159884,01_Antwerpen_S2.jpg,354,350,1040,601,p15,color,2
214,15572,160234,01_Antwerpen_S2.jpg,355,200,1040,715,p15,color,3
215,15573,160434,01_Antwerpen_S2.jpg,356,233,1044,833,p15,color,1
216,15574,160667,01_Antwerpen_S2.jpg,357,300,1050,935,p15,color,7
217,15575,160967,01_Antwerpen_S2.jpg,358,233,1036,990,p15,color,8
218,15576,161200,01_Antwerpen_S2.jpg,359,316,1016,1030,p15,color,5
219,15577,161667,01_Antwerpen_S2.jpg,360,483,983,1065,p15,color,16
220,15578,162150,01_Antwerpen_S2.jpg,361,183,950,1082,p15,color,2
221,15579,162333,01_Antwerpen_S2.jpg,362,716,982,1067,p15,color,16
222,15580,163049,01_Antwerpen_S2.jpg,363,433,1034,1020,p15,color,12
223,15581,163482,01_Antwerpen_S2.jpg,364,1915,985,1065,p15,color,18
224,27719,235581,01_Antwerpen_S2.jpg,571,150,836,935,p18,color,0
225,27720,235731,01_Antwerpen_S2.jpg,572,333,893,923,p18,color,0
226,27721,236247,01_Antwerpen_S2.jpg,573,167,999,1079,p18,color,11
227,27722,236414,01_Antwerpen_S2.jpg,574,150,946,1031,p18,color,1
228,27723,236714,01_Antwerpen_S2.jpg,575,133,297,412,p18,color,6
229,27724,236847,01_Antwerpen_S2.jpg,576,433,276,383,p18,color,11
230,27725,237280,01_Antwerpen_S2.jpg,577,267,774,385,p18,color,1
231,27726,237547,01_Antwerpen_S2.jpg,578,166,300,358,p18,color,1
232,27727,237713,01_Antwerpen_S2.jpg,579,266,268,402,p18,color,25
233,27728,237979,01_Antwerpen_S2.jpg,580,217,431,412,p18,color,7
234,27729,238196,01_Antwerpen_S2.jpg,581,183,520,389,p18,color,1
235,27730,238379,01_Antwerpen_S2.jpg,582,216,607,399,p18,color,0
236,27731,238595,01_Antwerpen_S2.jpg,583,200,705,395,p18,color,9
237,27732,238796,01_Antwerpen_S2.jpg,584,216,946,388,p18,color,1
238,27733,239012,01_Antwerpen_S2.jpg,585,633,1027,399,p18,color,4
239,27734,239645,01_Antwerpen_S2.jpg,586,233,995,487,p18,color,6
240,27735,239878,01_Antwerpen_S2.jpg,587,699,709,405,p18,color,11
241,27736,240577,01_Antwerpen_S2.jpg,588,217,940,699,p18,color,0
242,27737,240794,01_Antwerpen_S2.jpg,589,200,1044,946,p18,color,7
243,27738,240994,01_Antwerpen_S2.jpg,590,250,1062,1003,p18,color,10
244,27739,241244,01_Antwerpen_S2.jpg,591,166,1056,470,p18,color,0
245,27740,241410,01_Antwerpen_S2.jpg,592,450,1011,470,p18,color,5
246,27741,241860,01_Antwerpen_S2.jpg,593,150,1039,423,p18,color,2
247,27742,242010,01_Antwerpen_S2.jpg,594,250,992,498,p18,color,4
248,27743,242260,01_Antwerpen_S2.jpg,595,516,681,439,p18,color,3
249,27744,242776,01_Antwerpen_S2.jpg,596,316,813,440,p18,color,1
250,27745,243092,01_Antwerpen_S2.jpg,597,1299,1027,418,p18,color,4
251,27746,244392,01_Antwerpen_S2.jpg,598,200,1015,521,p18,color,12
252,27747,244591,01_Antwerpen_S2.jpg,599,183,723,411,p18,color,9
253,27748,244775,01_Antwerpen_S2.jpg,600,366,676,434,p18,color,4
254,27749,245141,01_Antwerpen_S2.jpg,601,167,963,404,p18,color,2
255,27750,245308,01_Antwerpen_S2.jpg,602,450,1035,410,p18,color,4
256,27751,245757,01_Antwerpen_S2.jpg,603,266,1006,475,p18,color,5
257,27752,246024,01_Antwerpen_S2.jpg,604,366,1038,401,p18,color,2
258,27753,246390,01_Antwerpen_S2.jpg,605,217,1014,507,p18,color,8
259,27754,246607,01_Antwerpen_S2.jpg,606,200,1066,640,p18,color,0
260,27755,246807,01_Antwerpen_S2.jpg,607,300,1056,1023,p18,color,5
261,27756,247106,01_Antwerpen_S2.jpg,608,267,1026,1066,p18,color,4
262,27757,247373,01_Antwerpen_S2.jpg,609,183,445,493,p18,color,0
263,27758,247556,01_Antwerpen_S2.jpg,610,400,355,445,p18,color,1
264,27759,247956,01_Antwerpen_S2.jpg,611,216,1037,362,p18,color,0
265,30955,296380,01_Antwerpen_S2.jpg,687,216,663,458,p19,color,0
266,30956,296596,01_Antwerpen_S2.jpg,688,183,744,433,p19,color,2
267,30957,296779,01_Antwerpen_S2.jpg,689,233,961,427,p19,color,2
268,30958,297013,01_Antwerpen_S2.jpg,690,266,689,450,p19,color,3
269,30959,297279,01_Antwerpen_S2.jpg,691,233,602,442,p19,color,2
270,30960,297512,01_Antwerpen_S2.jpg,692,250,998,990,p19,color,1
271,30961,297762,01_Antwerpen_S2.jpg,693,400,1038,1026,p19,color,9
272,30962,298162,01_Antwerpen_S2.jpg,694,283,1054,706,p19,color,3
273,30963,298445,01_Antwerpen_S2.jpg,695,250,1026,553,p19,color,7
274,30964,298695,01_Antwerpen_S2.jpg,696,216,946,472,p19,color,4
275,30965,298911,01_Antwerpen_S2.jpg,697,416,700,449,p19,color,3
276,30966,299328,01_Antwerpen_S2.jpg,698,167,395,439,p19,color,7
277,30967,299494,01_Antwerpen_S2.jpg,699,533,285,433,p19,color,9
278,30968,300027,01_Antwerpen_S2.jpg,700,216,935,932,p19,color,1
279,30969,300244,01_Antwerpen_S2.jpg,701,200,1033,995,p19,color,10
280,30970,300444,01_Antwerpen_S2.jpg,702,216,1035,1048,p19,color,9
281,30971,300660,01_Antwerpen_S2.jpg,703,167,1057,771,p19,color,2
282,30972,300827,01_Antwerpen_S2.jpg,704,266,1017,537,p19,color,10
283,30973,301093,01_Antwerpen_S2.jpg,705,233,929,482,p19,color,4
284,30974,301326,01_Antwerpen_S2.jpg,706,233,537,437,p19,color,2
285,30975,301560,01_Antwerpen_S2.jpg,707,250,291,436,p19,color,8
286,30976,301809,01_Antwerpen_S2.jpg,708,383,1016,693,p19,color,0
287,30977,302192,01_Antwerpen_S2.jpg,709,283,884,479,p19,color,0
288,32862,6523,01_Antwerpen_S2.jpg,16,366,283,334,p2,color,0
289,32863,6889,01_Antwerpen_S2.jpg,17,416,263,390,p2,color,19
290,32864,7306,01_Antwerpen_S2.jpg,18,283,307,396,p2,color,4
291,32865,7589,01_Antwerpen_S2.jpg,19,167,324,488,p2,color,0
292,32866,7755,01_Antwerpen_S2.jpg,20,233,273,572,p2,color,0
293,32867,8271,01_Antwerpen_S2.jpg,21,217,126,908,p2,color,0
294,32868,8488,01_Antwerpen_S2.jpg,22,1532,262,377,p2,color,10
295,32869,10020,01_Antwerpen_S2.jpg,23,333,439,399,p2,color,4
296,32870,10354,01_Antwerpen_S2.jpg,24,216,586,376,p2,color,1
297,32871,10570,01_Antwerpen_S2.jpg,25,183,547,374,p2,color,0
298,32872,10753,01_Antwerpen_S2.jpg,26,166,608,382,p2,color,1
299,32873,11120,01_Antwerpen_S2.jpg,27,133,819,578,p2,color,0
300,32874,11253,01_Antwerpen_S2.jpg,28,150,752,602,p2,color,0
301,32875,11403,01_Antwerpen_S2.jpg,29,283,1032,973,p2,color,1
302,32876,11686,01_Antwerpen_S2.jpg,30,200,1048,1015,p2,color,10
303,32877,11886,01_Antwerpen_S2.jpg,31,183,1026,464,p2,color,3
304,32878,12069,01_Antwerpen_S2.jpg,32,250,937,376,p2,color,1
305,32879,12319,01_Antwerpen_S2.jpg,33,100,776,377,p2,color,1
306,32880,12419,01_Antwerpen_S2.jpg,34,250,973,392,p2,color,3
307,32881,12669,01_Antwerpen_S2.jpg,35,133,905,400,p2,color,2
308,32882,12802,01_Antwerpen_S2.jpg,36,233,627,386,p2,color,2
309,32883,13035,01_Antwerpen_S2.jpg,37,416,591,387,p2,color,2
310,32884,13451,01_Antwerpen_S2.jpg,38,466,1009,475,p2,color,7
311,32885,14234,01_Antwerpen_S2.jpg,39,216,1011,435,p2,color,2
312,32886,14451,01_Antwerpen_S2.jpg,40,316,901,397,p2,color,2
313,32887,14767,01_Antwerpen_S2.jpg,41,216,1016,543,p2,color,9
314,32888,14984,01_Antwerpen_S2.jpg,42,266,1052,539,p2,color,3
315,32889,15250,01_Antwerpen_S2.jpg,43,233,1061,596,p2,color,3
316,32890,15483,01_Antwerpen_S2.jpg,44,166,1021,472,p2,color,6
317,32891,15650,01_Antwerpen_S2.jpg,45,233,974,397,p2,color,3
318,32892,15883,01_Antwerpen_S2.jpg,46,183,757,387,p2,color,0
319,32893,16066,01_Antwerpen_S2.jpg,47,233,1101,557,p2,color,0
320,32894,16299,01_Antwerpen_S2.jpg,48,200,1064,602,p2,color,2
321,32895,16666,01_Antwerpen_S2.jpg,49,83,1056,996,p2,color,10
322,32896,16749,01_Antwerpen_S2.jpg,50,316,1062,959,p2,color,8
323,32897,17066,01_Antwerpen_S2.jpg,51,266,1058,916,p2,color,3
324,32898,17332,01_Antwerpen_S2.jpg,52,400,1055,783,p2,color,3
325,32899,17732,01_Antwerpen_S2.jpg,53,216,1052,977,p2,color,11
326,32900,17948,01_Antwerpen_S2.jpg,54,283,861,396,p2,color,2
327,32901,18232,01_Antwerpen_S2.jpg,55,250,585,401,p2,color,3
328,32902,18481,01_Antwerpen_S2.jpg,56,250,423,396,p2,color,3
329,32903,18731,01_Antwerpen_S2.jpg,57,216,320,417,p2,color,7
330,32904,18948,01_Antwerpen_S2.jpg,58,266,1053,566,p2,color,1
331,32905,19214,01_Antwerpen_S2.jpg,59,1366,1007,1056,p2,color,17
332,32906,20580,01_Antwerpen_S2.jpg,60,200,492,526,p2,color,0
333,32907,20780,01_Antwerpen_S2.jpg,61,217,388,419,p2,color,3
334,32908,20996,01_Antwerpen_S2.jpg,62,716,272,412,p2,color,25
335,32909,21996,01_Antwerpen_S2.jpg,63,83,262,395,p2,color,22
336,32910,22079,01_Antwerpen_S2.jpg,64,350,880,990,p2,color,0
337,32911,23561,01_Antwerpen_S2.jpg,65,133,1157,1046,p2,color,0
338,32912,23695,01_Antwerpen_S2.jpg,66,416,1375,1070,p2,color,0
339,32913,24111,01_Antwerpen_S2.jpg,67,383,997,1055,p2,color,19
340,32914,24494,01_Antwerpen_S2.jpg,68,366,695,1039,p2,color,0
341,32915,24860,01_Antwerpen_S2.jpg,69,250,634,1051,p2,color,0
342,42347,495784,01_Antwerpen_S2.jpg,1037,233,989,1061,p22,color,20
343,42348,496017,01_Antwerpen_S2.jpg,1038,183,439,442,p22,color,1
344,42349,496200,01_Antwerpen_S2.jpg,1039,183,288,385,p22,color,5
345,42350,496384,01_Antwerpen_S2.jpg,1040,350,267,422,p22,color,25
346,42351,496733,01_Antwerpen_S2.jpg,1041,333,551,434,p22,color,2
347,42352,497066,01_Antwerpen_S2.jpg,1042,183,761,429,p22,color,3
348,42353,497250,01_Antwerpen_S2.jpg,1043,433,684,421,p22,color,8
349,42354,497683,01_Antwerpen_S2.jpg,1044,333,733,465,p22,color,3
350,42355,498133,01_Antwerpen_S2.jpg,1045,216,768,477,p22,color,0
